id,text,first_name,last_name,title,time
38853,Democrats have to fix that.,Bill,de Blasio,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38854,"Congressman Delaney, do you agree?",Jose,Diaz-Balart,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38855,I think we have to do real things to help American workers and the American people.,John,Delaney,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38856,Right?,John,Delaney,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38857,This is the issue that all of us hear on the campaign trail.,John,Delaney,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38858,We need to make sure everyone has a living wage.,John,Delaney,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38859,"And I've called for a doubling of the earned income tax credit, raising the minimum wage, and creating paid family leave.",John,Delaney,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38860,That will create a situation where people actually have a living wage.,John,Delaney,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38861,That gets right to workers.,John,Delaney,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38862,Then we've got to fix our public education system.,John,Delaney,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38863,"It's not delivering the results our kids needs, nor is college and post high school career and technical training programs doing that.",John,Delaney,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38864,"You know, I'm very different than everyone else here on the stage.",John,Delaney,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38865,"Prior to being in Congress, I was an entrepreneur.",John,Delaney,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38866,I started two businesses.,John,Delaney,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38867,I created thousands of jobs.,John,Delaney,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38868,"I spent my whole career helping small- to mid-sized businesses all over the country, 5,000 of them I supported.",John,Delaney,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38869,The Obama administration gave me an award for lending to disadvantaged communities.,John,Delaney,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38870,I know how to create jobs.,John,Delaney,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38871,"We need a short-term strategy which is to put money in the pockets of workers with the earned income tax credit, raising the minimum wage, and creating family leave, and then we need to have a long-term strategy to make sure this country is competitive and we're creating jobs everywhere in this country.",John,Delaney,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38872,Thank you.,Jose,Diaz-Balart,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38873,"Governor Inslee, how would you address income inequality?",Jose,Diaz-Balart,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38874,"Well, I'm a little bit surprised.",Jay,Inslee,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38875,"I think plans are great, but I'm a governor.",Jay,Inslee,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38876,"And we've got to realize the people who brought us the weekend, unions, need  are going to bring us a long overdue raise in America.",Jay,Inslee,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38877,And I'm proud of standing up for unions.,Jay,Inslee,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38878,I've got a plan to reinvigorate collective bargaining so we can increase wages finally.,Jay,Inslee,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38879,I marched with the SEIU folks.,Jay,Inslee,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38880,"It is not right that the CEO of McDonald's makes 2,100 times more than the people slinging cash at McDonald's.",Jay,Inslee,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38881,And the next thing I'll do is put people to work in the jobs of the present and the future.,Jay,Inslee,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38882,"Look it, Donald Trump is simply wrong.",Jay,Inslee,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38883,He says wind turbines cause cancer.,Jay,Inslee,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38884,We know they cause jobs.,Jay,Inslee,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38885,And we know that we can put millions of people to work in the clean energy jobs of the future.,Jay,Inslee,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38886,"Carpenters, IBEW members, machinists, we're doing it in my state today.",Jay,Inslee,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38887,And then we can do what America always does: lead the world and invent the future and put people to work.,Jay,Inslee,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38888,That's what we're going to do,Jay,Inslee,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38889,"So, Congressman Ryan, President Trump, and you just referred to him, promise of manufacturing jobs were all coming back to places like your home state of Ohio.",Jose,Diaz-Balart,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38890,Can you make that same promise?,Jose,Diaz-Balart,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38891,"Yes, I believe you can, but, first, let's say the president came, he said don't sell your house to people in Youngstown, Ohio.",Tim,Ryan,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38892,"And then his administration just in the last two years, we lost $4,000  4,000 jobs at a General Motors facility.",Tim,Ryan,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38893,That rippled throughout our community.,Tim,Ryan,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38894,General Motors got a tax cut.,Tim,Ryan,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38895,General Motors got a bailout.,Tim,Ryan,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38896,And then they have the audacity to move a new car that they're going to produce to Mexico.,Tim,Ryan,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38897,"I've had family members that have to unbolt a machine from the factory floor, put it in a box, and ship it to China.",Tim,Ryan,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38898,"My area where I come from in northeast Ohio, this issue we're talking about here, it's been going on 40 years.",Tim,Ryan,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38899,This is not a new phenomenon in the United States of America.,Tim,Ryan,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38900,The bottom 60 percent haven't seen a raise since 1980.,Tim,Ryan,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38901,"Meanwhile, the top 1 percent control 90 percent of the wealth.",Tim,Ryan,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38902,"We need an industrial policy saying we're going to dominate building electric vehicles, there's going to be 30 million made in the next 10 years.",Tim,Ryan,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38903,I want half of them made in the United States.,Tim,Ryan,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38904,I want to dominate the solar industry,Tim,Ryan,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38905,Thank you.,Jose,Diaz-Balart,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38906,and manufacture those here in the United States.,Tim,Ryan,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38907,"Senator Warren, are they coming back?",Jose,Diaz-Balart,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38908,Are these jobs coming back?,Jose,Diaz-Balart,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38909,"So we've had an industrial policy in the United States for decades now, and it's basically been let giant corporations do whatever they want to do.",Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38910,"Giant corporations have exactly one loyalty, and that is to profits.",Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38911,"And if they can save a nickel by moving a job to Mexico or to Asia or to Canada, they're going to do it.",Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38914,"There's going to be a worldwide need for green technology, ways to clean up the air, ways to clean up the water.",Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38915,And we can be the ones to provide that.,Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38916,We need to go tenfold in our research and development on green energy going forward.,Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38917,And then we need to say any corporation can come and use that research.,Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38918,"They can make all kinds of products from it, but they have to be manufactured right here in the United States of America.",Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38919,And then we have to double down and sell it around the world.,Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38920,There's a $23 trillion market coming for green products.,Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38921,"We should be the leaders and the owners, and we should have that 1.2 million manufacturing jobs here in America.",Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38922,Thank you.,Jose,Diaz-Balart,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38923,We can do this.,Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38924,All right.,Lester,Holt,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38925,We're going to turn to the issue of health care right now and really try to understand where there may or may not be daylight between you.,Lester,Holt,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38926,Many people watching at home have health insurance coverage through their employer.,Lester,Holt,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38927,Who here would abolish their private health insurance in favor of a government-run plan?,Lester,Holt,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38928,"Just a show of hands, start off with.",Lester,Holt,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38929,"All right, well, Senator Klobuchar, let me put the question to you.",Lester,Holt,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38930,You're one of the Democrats who wants to keep private insurance in addition to a government health care plan.,Lester,Holt,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38931,Why is an incremental approach in your view better than a sweeping overhaul?,Lester,Holt,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38932,"Well, I think it's a bold approach.",Amy,Klobuchar,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38933,It's something that Barack Obama wanted to do when we were working on the Affordable Care Act.,Amy,Klobuchar,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38934,And that is a public option.,Amy,Klobuchar,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38935,"I am just simply concerned about kicking half of America off of their health insurance in four years, which is exactly what this bill says.",Amy,Klobuchar,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38936,So let me go on beyond that.,Amy,Klobuchar,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38937,"There is a much bigger issue in addition to that, and that is pharmaceuticals.",Amy,Klobuchar,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38938,"The president literally went on TV, on Fox, and said that people's heads would spin when they see how much he would bring down pharmaceutical prices.",Amy,Klobuchar,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38939,"Instead, 2,500 drugs have gone up in double-digits since he came into office.",Amy,Klobuchar,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38940,"Instead, he gave $100 billion in giveaways to the pharma companies.",Amy,Klobuchar,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38941,"For the rest of us, for the rest of America, that's what we call at home all foam and no beer.",Amy,Klobuchar,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38942,We got nothing out of it.,Amy,Klobuchar,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38943,"And so my proposal is to do something about pharma, to take them on, to allow negotiation under Medicare, to bring in less expensive drugs from other countries.",Amy,Klobuchar,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
38944,And pharma thinks they own Washington?,Amy,Klobuchar,1st 2020 Democratic Party Primary Debate (A),"June 26, 2019, 9 p.m. ET"
